source,relation,target
cocaine,CO_OCCURS_WITH,death
cocaine,CO_OCCURS_WITH,cocaine toxicity
cocaine,CO_OCCURS_WITH,seizures
GNC92H2,MENTIONED_IN,chunk_1501
cocaine overdose,MENTIONED_IN,chunk_1501
raloxifene,MENTIONED_IN,chunk_1502
raloxifene,MENTIONED_IN,chunk_1503
osteopenia,MENTIONED_IN,chunk_1504
osteoporosis,MENTIONED_IN,chunk_1504
calcium,MENTIONED_IN,chunk_1505
raloxifene hydrochloride,MENTIONED_IN,chunk_1505
raloxifene,MENTIONED_IN,chunk_1509
amenorrhea,MENTIONED_IN,chunk_1511
raloxifene,MENTIONED_IN,chunk_1513
venous thromboembolism,MENTIONED_IN,chunk_1513
torsades de pointes,MENTIONED_IN,chunk_1514
Ketoconazole,MENTIONED_IN,chunk_1514
Ketoconazole,CO_OCCURS_WITH,torsades de pointes
Ketoconazole,MENTIONED_IN,chunk_1515
TdP,MENTIONED_IN,chunk_1516
ketoconazole,MENTIONED_IN,chunk_1516
torsades de pointes,MENTIONED_IN,chunk_1516
fungal infection,MENTIONED_IN,chunk_1516
coronary artery disease,MENTIONED_IN,chunk_1516
prolonged QT interval,MENTIONED_IN,chunk_1516
ketoconazole,CO_OCCURS_WITH,TdP
ketoconazole,CO_OCCURS_WITH,torsades de pointes
ketoconazole,CO_OCCURS_WITH,fungal infection
ketoconazole,CO_OCCURS_WITH,coronary artery disease
ketoconazole,CO_OCCURS_WITH,prolonged QT interval
ketoconazole,MENTIONED_IN,chunk_1517
TdP,MENTIONED_IN,chunk_1519
ketoconazole,MENTIONED_IN,chunk_1519
long QT syndrome,MENTIONED_IN,chunk_1520
ketoconazole,MENTIONED_IN,chunk_1520
ketoconazole,CO_OCCURS_WITH,long QT syndrome
cognitive dysfunctions,MENTIONED_IN,chunk_1521
cholesterol,MENTIONED_IN,chunk_1522
DCE,MENTIONED_IN,chunk_1523
extract of Daucus carota seeds,MENTIONED_IN,chunk_1523
Diazepam,MENTIONED_IN,chunk_1525
amnesia,MENTIONED_IN,chunk_1525
scopolamine,MENTIONED_IN,chunk_1525
Diazepam,CO_OCCURS_WITH,amnesia
DCE,MENTIONED_IN,chunk_1526
DCE,MENTIONED_IN,chunk_1528
DCE,MENTIONED_IN,chunk_1530
amnesia,MENTIONED_IN,chunk_1530
scopolamine,MENTIONED_IN,chunk_1530
DCE,CO_OCCURS_WITH,amnesia
diazepam,MENTIONED_IN,chunk_1532
Daucus carota extract,MENTIONED_IN,chunk_1533
cholesterol,MENTIONED_IN,chunk_1534
DCE,MENTIONED_IN,chunk_1535
DCE,MENTIONED_IN,chunk_1536
cholesterol,MENTIONED_IN,chunk_1536
DCE,MENTIONED_IN,chunk_1537
cognitive dysfunctions,MENTIONED_IN,chunk_1537
cholesterol,MENTIONED_IN,chunk_1537
DCE,CO_OCCURS_WITH,cognitive dysfunctions
cholesterol,CO_OCCURS_WITH,cognitive dysfunctions
Cauda equina syndrome,MENTIONED_IN,chunk_1538
steroid,MENTIONED_IN,chunk_1538
steroid,CO_OCCURS_WITH,Cauda equina syndrome
radiculopathy,MENTIONED_IN,chunk_1539
steroid,MENTIONED_IN,chunk_1539
steroid,CO_OCCURS_WITH,radiculopathy
Cauda equina syndrome,MENTIONED_IN,chunk_1540
bupivacaine,MENTIONED_IN,chunk_1541
cauda equina syndrome,MENTIONED_IN,chunk_1541
triamcinolone,MENTIONED_IN,chunk_1541
bupivacaine,CO_OCCURS_WITH,cauda equina syndrome
triamcinolone,CO_OCCURS_WITH,cauda equina syndrome
low back and right leg pain,MENTIONED_IN,chunk_1542
steroid,MENTIONED_IN,chunk_1542
steroid,CO_OCCURS_WITH,low back and right leg pain
bupivacaine,MENTIONED_IN,chunk_1545
triamcinolone diacetate,MENTIONED_IN,chunk_1545
lower extremity weakness,MENTIONED_IN,chunk_1547
numbness,MENTIONED_IN,chunk_1547
loss of sensation,MENTIONED_IN,chunk_1548
steroid,MENTIONED_IN,chunk_1555
neurologic deterioration,MENTIONED_IN,chunk_1556
steroid,MENTIONED_IN,chunk_1556
steroid,CO_OCCURS_WITH,neurologic deterioration
atherosclerosis,MENTIONED_IN,chunk_1557
testosterone,MENTIONED_IN,chunk_1557
testosterone,CO_OCCURS_WITH,atherosclerosis
atherosclerosis,MENTIONED_IN,chunk_1558
atherosclerosis,MENTIONED_IN,chunk_1559
estrogen,MENTIONED_IN,chunk_1559
estradiol- and testosterone esters,MENTIONED_IN,chunk_1559
testosterone,MENTIONED_IN,chunk_1559
estrogen,CO_OCCURS_WITH,atherosclerosis
estradiol- and testosterone esters,CO_OCCURS_WITH,atherosclerosis
atherosclerosis,MENTIONED_IN,chunk_1560
atherosclerosis,MENTIONED_IN,chunk_1563
alcohol,MENTIONED_IN,chunk_1566
diabetes,MENTIONED_IN,chunk_1566
cholesterol,MENTIONED_IN,chunk_1566
alcohol,CO_OCCURS_WITH,diabetes
cholesterol,CO_OCCURS_WITH,diabetes
atherosclerosis,MENTIONED_IN,chunk_1568
testosterone,MENTIONED_IN,chunk_1568
proteinuria,MENTIONED_IN,chunk_1569
Sirolimus,MENTIONED_IN,chunk_1569
renal dysfunction,MENTIONED_IN,chunk_1569
Sirolimus,CO_OCCURS_WITH,proteinuria
Sirolimus,CO_OCCURS_WITH,renal dysfunction
rapamycin,MENTIONED_IN,chunk_1570
Sirolimus,MENTIONED_IN,chunk_1570
Sirolimus,MENTIONED_IN,chunk_1571
nephropathy,MENTIONED_IN,chunk_1571
Sirolimus,CO_OCCURS_WITH,nephropathy
renal cancer,MENTIONED_IN,chunk_1572
glomerulonephritis,MENTIONED_IN,chunk_1572
cystic renal diseases,MENTIONED_IN,chunk_1572
autoimmunity,MENTIONED_IN,chunk_1572
nephrotoxic,MENTIONED_IN,chunk_1573
proteinuria,MENTIONED_IN,chunk_1573
sirolimus,MENTIONED_IN,chunk_1573
acute renal dysfunction,MENTIONED_IN,chunk_1573
sirolimus,CO_OCCURS_WITH,nephrotoxic
sirolimus,CO_OCCURS_WITH,acute renal dysfunction
chronic renal damage,MENTIONED_IN,chunk_1574
proteinuria,MENTIONED_IN,chunk_1575
sirolimus,MENTIONED_IN,chunk_1575
sirolimus,MENTIONED_IN,chunk_1576
acute renal dysfunction,MENTIONED_IN,chunk_1577
sirolimus,MENTIONED_IN,chunk_1577
proteinuria,MENTIONED_IN,chunk_1578
sirolimus,MENTIONED_IN,chunk_1578
angiotensin,MENTIONED_IN,chunk_1578
angiotensin II,MENTIONED_IN,chunk_1578
angiotensin,CO_OCCURS_WITH,proteinuria
angiotensin II,CO_OCCURS_WITH,proteinuria
sirolimus,MENTIONED_IN,chunk_1579
myopathy,MENTIONED_IN,chunk_1580
statin,MENTIONED_IN,chunk_1580
statin,CO_OCCURS_WITH,myopathy
myopathy,MENTIONED_IN,chunk_1581
Statins,MENTIONED_IN,chunk_1581
hyperCKaemia,MENTIONED_IN,chunk_1581
Statins,CO_OCCURS_WITH,myopathy
Statins,CO_OCCURS_WITH,hyperCKaemia
myopathy,MENTIONED_IN,chunk_1582
statins,MENTIONED_IN,chunk_1582
statins,CO_OCCURS_WITH,myopathy
necrosis,MENTIONED_IN,chunk_1584
necrotic,MENTIONED_IN,chunk_1585
methotrexate,MENTIONED_IN,chunk_1586
prednisolone,MENTIONED_IN,chunk_1586
myopathy,MENTIONED_IN,chunk_1587
statins,MENTIONED_IN,chunk_1587
myopathy,MENTIONED_IN,chunk_1588
statins,MENTIONED_IN,chunk_1588
clonidine,MENTIONED_IN,chunk_1589
cyclic nucleotide,MENTIONED_IN,chunk_1589
arrhythmia,MENTIONED_IN,chunk_1590
coronary heart disease,MENTIONED_IN,chunk_1590
heart failure,MENTIONED_IN,chunk_1590
cardiovascular disease,MENTIONED_IN,chunk_1590
clonidine,MENTIONED_IN,chunk_1591
clonidine,MENTIONED_IN,chunk_1592
Clonidine,MENTIONED_IN,chunk_1593
bradycardia,MENTIONED_IN,chunk_1593
Clonidine,CO_OCCURS_WITH,bradycardia
clonidine,MENTIONED_IN,chunk_1596
Clonidine,MENTIONED_IN,chunk_1597
cyclic nucleotide,MENTIONED_IN,chunk_1597
clonidine,MENTIONED_IN,chunk_1598
clonidine,MENTIONED_IN,chunk_1599
smoking,MENTIONED_IN,chunk_1600
smoking,MENTIONED_IN,chunk_1601
hearing loss,MENTIONED_IN,chunk_1602
smoking,MENTIONED_IN,chunk_1602
smoking,CO_OCCURS_WITH,hearing loss
smoking,MENTIONED_IN,chunk_1603
hearing impairment,MENTIONED_IN,chunk_1604
smoking,MENTIONED_IN,chunk_1605
decreases of TEOAEs amplitudes,MENTIONED_IN,chunk_1608
smoking,MENTIONED_IN,chunk_1610
smoking,MENTIONED_IN,chunk_1612
behavioral abnormalities,MENTIONED_IN,chunk_1613
Neuroinflammation,MENTIONED_IN,chunk_1613
terbutaline,MENTIONED_IN,chunk_1613
autism,MENTIONED_IN,chunk_1613
terbutaline,CO_OCCURS_WITH,behavioral abnormalities
terbutaline,CO_OCCURS_WITH,Neuroinflammation
terbutaline,CO_OCCURS_WITH,autism
repetitive behaviors,MENTIONED_IN,chunk_1614
neurodevelopmental disorder,MENTIONED_IN,chunk_1614
Autism,MENTIONED_IN,chunk_1614
deficits in communication and social skills,MENTIONED_IN,chunk_1614
autism,MENTIONED_IN,chunk_1615
autism,MENTIONED_IN,chunk_1616
Terbutaline,MENTIONED_IN,chunk_1616
preterm labor,MENTIONED_IN,chunk_1616
Terbutaline,CO_OCCURS_WITH,autism
Terbutaline,CO_OCCURS_WITH,preterm labor
terbutaline,MENTIONED_IN,chunk_1617
terbutaline,MENTIONED_IN,chunk_1618
terbutaline,MENTIONED_IN,chunk_1619
terbutaline,MENTIONED_IN,chunk_1620
terbutaline,MENTIONED_IN,chunk_1621
behavioral abnormalities,MENTIONED_IN,chunk_1622
autism,MENTIONED_IN,chunk_1622
autism spectrum disorders,MENTIONED_IN,chunk_1623
myocarditis,MENTIONED_IN,chunk_1624
clozapine,MENTIONED_IN,chunk_1624
clozapine,CO_OCCURS_WITH,myocarditis
myocarditis,MENTIONED_IN,chunk_1625
clozapine,MENTIONED_IN,chunk_1625
clozapine,MENTIONED_IN,chunk_1626
myocarditis,MENTIONED_IN,chunk_1627
schizophrenia,MENTIONED_IN,chunk_1627
clozapine,MENTIONED_IN,chunk_1627
clozapine,CO_OCCURS_WITH,schizophrenia
clozapine,MENTIONED_IN,chunk_1629
antidepressant,MENTIONED_IN,chunk_1630
clozapine,MENTIONED_IN,chunk_1631
Myocarditis,MENTIONED_IN,chunk_1631
clozapine,CO_OCCURS_WITH,Myocarditis
clozapine,MENTIONED_IN,chunk_1633
psychosis,MENTIONED_IN,chunk_1633
clozapine,CO_OCCURS_WITH,psychosis
clozapine,MENTIONED_IN,chunk_1634
valproate,MENTIONED_IN,chunk_1635
Encephalopathy,MENTIONED_IN,chunk_1635
levetiracetam,MENTIONED_IN,chunk_1635
valproate,CO_OCCURS_WITH,Encephalopathy
levetiracetam,CO_OCCURS_WITH,Encephalopathy
LEV,MENTIONED_IN,chunk_1636
encephalopathy,MENTIONED_IN,chunk_1636
levetiracetam,MENTIONED_IN,chunk_1636
LEV,CO_OCCURS_WITH,encephalopathy
levetiracetam,CO_OCCURS_WITH,encephalopathy
idiopathic epilepsy,MENTIONED_IN,chunk_1637
tonic-clonic seizures,MENTIONED_IN,chunk_1637
valproate,MENTIONED_IN,chunk_1637
seizures,MENTIONED_IN,chunk_1637
VPA,MENTIONED_IN,chunk_1637
LEV,MENTIONED_IN,chunk_1637
valproate,CO_OCCURS_WITH,idiopathic epilepsy
valproate,CO_OCCURS_WITH,seizures
valproate,CO_OCCURS_WITH,tonic-clonic seizures
VPA,CO_OCCURS_WITH,idiopathic epilepsy
VPA,CO_OCCURS_WITH,seizures
VPA,CO_OCCURS_WITH,tonic-clonic seizures
LEV,CO_OCCURS_WITH,idiopathic epilepsy
LEV,CO_OCCURS_WITH,seizures
LEV,CO_OCCURS_WITH,tonic-clonic seizures
"impaired word fluency, psychomotor speed and working memory",MENTIONED_IN,chunk_1638
seizure,MENTIONED_IN,chunk_1640
LEV,MENTIONED_IN,chunk_1640
LEV,CO_OCCURS_WITH,seizure
anxiety,MENTIONED_IN,chunk_1641
Norepinephrine,MENTIONED_IN,chunk_1641
cocaine,MENTIONED_IN,chunk_1641
Norepinephrine,CO_OCCURS_WITH,anxiety
cocaine,CO_OCCURS_WITH,anxiety
Cocaine,MENTIONED_IN,chunk_1642
anxiety,MENTIONED_IN,chunk_1643
cocaine,MENTIONED_IN,chunk_1643
norepinephrine,MENTIONED_IN,chunk_1644
anxiety,MENTIONED_IN,chunk_1644
dopamine,MENTIONED_IN,chunk_1644
cocaine,MENTIONED_IN,chunk_1644
NE,MENTIONED_IN,chunk_1644
dopamine,CO_OCCURS_WITH,anxiety
norepinephrine,CO_OCCURS_WITH,anxiety
NE,CO_OCCURS_WITH,anxiety
anxiety,MENTIONED_IN,chunk_1645
cocaine,MENTIONED_IN,chunk_1645
cocaine,MENTIONED_IN,chunk_1646
anxiety,MENTIONED_IN,chunk_1647
dopamine,MENTIONED_IN,chunk_1647
Cocaine,MENTIONED_IN,chunk_1647
disulfiram,MENTIONED_IN,chunk_1647
Cocaine,CO_OCCURS_WITH,anxiety
disulfiram,CO_OCCURS_WITH,anxiety
prazosin,MENTIONED_IN,chunk_1648
anxiety,MENTIONED_IN,chunk_1648
yohimbine,MENTIONED_IN,chunk_1648
cocaine,MENTIONED_IN,chunk_1648
propranolol,MENTIONED_IN,chunk_1648
prazosin,CO_OCCURS_WITH,anxiety
yohimbine,CO_OCCURS_WITH,anxiety
propranolol,CO_OCCURS_WITH,anxiety
anxiety,MENTIONED_IN,chunk_1649
cocaine,MENTIONED_IN,chunk_1649
attention-deficit/hyperactivity disorder,MENTIONED_IN,chunk_1650
Clonidine,MENTIONED_IN,chunk_1650
Clonidine,CO_OCCURS_WITH,attention-deficit/hyperactivity disorder
methylphenidate,MENTIONED_IN,chunk_1652
ADHD,MENTIONED_IN,chunk_1652
clonidine,MENTIONED_IN,chunk_1652
attention-deficit/hyperactivity disorder,MENTIONED_IN,chunk_1652
methylphenidate,CO_OCCURS_WITH,attention-deficit/hyperactivity disorder
methylphenidate,CO_OCCURS_WITH,ADHD
clonidine,CO_OCCURS_WITH,attention-deficit/hyperactivity disorder
clonidine,CO_OCCURS_WITH,ADHD
methylphenidate,MENTIONED_IN,chunk_1653
clonidine,MENTIONED_IN,chunk_1653
clonidine,MENTIONED_IN,chunk_1654
bradycardia,MENTIONED_IN,chunk_1654
clonidine,CO_OCCURS_WITH,bradycardia
methylphenidate,MENTIONED_IN,chunk_1657
clonidine,MENTIONED_IN,chunk_1657
clonidine,MENTIONED_IN,chunk_1658
clonidine,MENTIONED_IN,chunk_1661
Drowsiness,MENTIONED_IN,chunk_1661
clonidine,CO_OCCURS_WITH,Drowsiness
methylphenidate,MENTIONED_IN,chunk_1662
ADHD,MENTIONED_IN,chunk_1662
Clonidine,MENTIONED_IN,chunk_1662
Clonidine,CO_OCCURS_WITH,ADHD
drowsiness,MENTIONED_IN,chunk_1663
clonidine,MENTIONED_IN,chunk_1663
bradycardia,MENTIONED_IN,chunk_1663
clonidine,CO_OCCURS_WITH,drowsiness
Thalidomide,MENTIONED_IN,chunk_1664
Leukemia,MENTIONED_IN,chunk_1664
Cancer,MENTIONED_IN,chunk_1664
non-Hodgkin lymphomas,MENTIONED_IN,chunk_1664
Thalidomide,CO_OCCURS_WITH,Leukemia
Thalidomide,CO_OCCURS_WITH,Cancer
Thalidomide,CO_OCCURS_WITH,non-Hodgkin lymphomas
Thalidomide,MENTIONED_IN,chunk_1665
lymphoplasmacytic lymphoma,MENTIONED_IN,chunk_1665
multiple myeloma,MENTIONED_IN,chunk_1665
mantle cell lymphoma,MENTIONED_IN,chunk_1665
Thalidomide,CO_OCCURS_WITH,lymphoplasmacytic lymphoma
Thalidomide,CO_OCCURS_WITH,multiple myeloma
Thalidomide,CO_OCCURS_WITH,mantle cell lymphoma
tumour,MENTIONED_IN,chunk_1666
lymphomas,MENTIONED_IN,chunk_1667
thalidomide,MENTIONED_IN,chunk_1667
thalidomide,CO_OCCURS_WITH,lymphomas
somnolence,MENTIONED_IN,chunk_1673
neuropathy,MENTIONED_IN,chunk_1673
dyspnea,MENTIONED_IN,chunk_1673
fatigue,MENTIONED_IN,chunk_1673
depressed mood,MENTIONED_IN,chunk_1673
myelosuppression,MENTIONED_IN,chunk_1673
thromboembolic,MENTIONED_IN,chunk_1674
lenalidomide,MENTIONED_IN,chunk_1675
lymphomas,MENTIONED_IN,chunk_1675
thalidomide,MENTIONED_IN,chunk_1675
lenalidomide,CO_OCCURS_WITH,lymphomas
priapism,MENTIONED_IN,chunk_1676
epinephrine,MENTIONED_IN,chunk_1676
epinephrine,CO_OCCURS_WITH,priapism
Priapism,MENTIONED_IN,chunk_1677
priapism,MENTIONED_IN,chunk_1678
cocaine,MENTIONED_IN,chunk_1678
cocaine,CO_OCCURS_WITH,priapism
epinephrine,MENTIONED_IN,chunk_1679
isoproterenol,MENTIONED_IN,chunk_1680
green tea,MENTIONED_IN,chunk_1680
myocardial infarction,MENTIONED_IN,chunk_1680
vitamin E,MENTIONED_IN,chunk_1680
green tea,CO_OCCURS_WITH,myocardial infarction
vitamin E,CO_OCCURS_WITH,myocardial infarction
vitamin E,MENTIONED_IN,chunk_1681
isoproterenol,MENTIONED_IN,chunk_1681
myocardial infarction,MENTIONED_IN,chunk_1681
green tea,MENTIONED_IN,chunk_1681
ISO,MENTIONED_IN,chunk_1681
ISO,CO_OCCURS_WITH,myocardial infarction
ISO,MENTIONED_IN,chunk_1682
Ca,MENTIONED_IN,chunk_1684
Mg,MENTIONED_IN,chunk_1685
Na,MENTIONED_IN,chunk_1685
K,MENTIONED_IN,chunk_1685
green tea,MENTIONED_IN,chunk_1686
vitamin E,MENTIONED_IN,chunk_1687
ISO,MENTIONED_IN,chunk_1688
Na,MENTIONED_IN,chunk_1689
K,MENTIONED_IN,chunk_1689
green tea,MENTIONED_IN,chunk_1689
vitamin E,MENTIONED_IN,chunk_1689
Mg,MENTIONED_IN,chunk_1689
Ca,MENTIONED_IN,chunk_1689
ISO,MENTIONED_IN,chunk_1689
green tea,MENTIONED_IN,chunk_1690
myocardial infarction,MENTIONED_IN,chunk_1690
ISO,MENTIONED_IN,chunk_1690
vitamin E,MENTIONED_IN,chunk_1690
pegylated interferon,MENTIONED_IN,chunk_1691
ribavirin,MENTIONED_IN,chunk_1691
ocular myasthenia,MENTIONED_IN,chunk_1691
chronic hepatitis C,MENTIONED_IN,chunk_1691
pegylated interferon,CO_OCCURS_WITH,chronic hepatitis C
pegylated interferon,CO_OCCURS_WITH,ocular myasthenia
ribavirin,CO_OCCURS_WITH,chronic hepatitis C
ribavirin,CO_OCCURS_WITH,ocular myasthenia
ptosis on the right upper lid,MENTIONED_IN,chunk_1692
pegylated interferon (IFN) alpha-2b,MENTIONED_IN,chunk_1692
restricted right eye movement,MENTIONED_IN,chunk_1692
ribavirin,MENTIONED_IN,chunk_1692
chronic hepatitis C,MENTIONED_IN,chunk_1692
diplopia,MENTIONED_IN,chunk_1692
CHC,MENTIONED_IN,chunk_1692
pegylated interferon (IFN) alpha-2b,CO_OCCURS_WITH,ptosis on the right upper lid
pegylated interferon (IFN) alpha-2b,CO_OCCURS_WITH,CHC
pegylated interferon (IFN) alpha-2b,CO_OCCURS_WITH,chronic hepatitis C
pegylated interferon (IFN) alpha-2b,CO_OCCURS_WITH,diplopia
pegylated interferon (IFN) alpha-2b,CO_OCCURS_WITH,restricted right eye movement
ribavirin,CO_OCCURS_WITH,ptosis on the right upper lid
ribavirin,CO_OCCURS_WITH,CHC
ribavirin,CO_OCCURS_WITH,diplopia
ribavirin,CO_OCCURS_WITH,restricted right eye movement
acetylcholine,MENTIONED_IN,chunk_1694
pegylated IFN alpha-2b,MENTIONED_IN,chunk_1695
ribavirin,MENTIONED_IN,chunk_1695
IFN,MENTIONED_IN,chunk_1696
ribavirin,MENTIONED_IN,chunk_1696
pegylated IFN alpha-2b,MENTIONED_IN,chunk_1696
ocular myasthenia,MENTIONED_IN,chunk_1696
CHC,MENTIONED_IN,chunk_1696
pegylated IFN alpha-2b,CO_OCCURS_WITH,ocular myasthenia
pegylated IFN alpha-2b,CO_OCCURS_WITH,CHC
IFN,CO_OCCURS_WITH,ocular myasthenia
IFN,CO_OCCURS_WITH,CHC
SSR103800,MENTIONED_IN,chunk_1697
glycine,MENTIONED_IN,chunk_1697
Schizophrenia,MENTIONED_IN,chunk_1698
dopamine,MENTIONED_IN,chunk_1698
dopamine,CO_OCCURS_WITH,Schizophrenia
glutamate N-methyl-D-aspartate,MENTIONED_IN,chunk_1699
schizophrenic,MENTIONED_IN,chunk_1699
NMDA,MENTIONED_IN,chunk_1699
glutamate N-methyl-D-aspartate,CO_OCCURS_WITH,schizophrenic
NMDA,CO_OCCURS_WITH,schizophrenic
NMDA,MENTIONED_IN,chunk_1700
NMDA,MENTIONED_IN,chunk_1701
SSR103800,MENTIONED_IN,chunk_1701
glycine,MENTIONED_IN,chunk_1701
NMDA,MENTIONED_IN,chunk_1702
hyperactivity,MENTIONED_IN,chunk_1702
SSR103800,MENTIONED_IN,chunk_1702
amphetamine,MENTIONED_IN,chunk_1702
MK-801,MENTIONED_IN,chunk_1702
MK-801,CO_OCCURS_WITH,hyperactivity
SSR103800,CO_OCCURS_WITH,hyperactivity
amphetamine,CO_OCCURS_WITH,hyperactivity
NMDA,CO_OCCURS_WITH,hyperactivity
NMDA,MENTIONED_IN,chunk_1703
MK-801,MENTIONED_IN,chunk_1703
hyperactivity,MENTIONED_IN,chunk_1703
dopamine,MENTIONED_IN,chunk_1704
hyperactivity,MENTIONED_IN,chunk_1704
SSR103800,MENTIONED_IN,chunk_1704
amphetamine,MENTIONED_IN,chunk_1704
dopamine,CO_OCCURS_WITH,hyperactivity
hyperactivity,MENTIONED_IN,chunk_1705
olanzapine,MENTIONED_IN,chunk_1705
haloperidol,MENTIONED_IN,chunk_1705
clozapine,MENTIONED_IN,chunk_1705
aripiprazole,MENTIONED_IN,chunk_1705
haloperidol,CO_OCCURS_WITH,hyperactivity
olanzapine,CO_OCCURS_WITH,hyperactivity
aripiprazole,CO_OCCURS_WITH,hyperactivity
clozapine,CO_OCCURS_WITH,hyperactivity
catalepsy,MENTIONED_IN,chunk_1706
SSR103800,MENTIONED_IN,chunk_1706
SSR103800,CO_OCCURS_WITH,catalepsy
SSR103800,MENTIONED_IN,chunk_1708
hypotension,MENTIONED_IN,chunk_1709
ephedrine reduces frontal lobe oxygenation,MENTIONED_IN,chunk_1709
Phenylephrine,MENTIONED_IN,chunk_1709
Phenylephrine,CO_OCCURS_WITH,hypotension
Phenylephrine,CO_OCCURS_WITH,ephedrine reduces frontal lobe oxygenation
hypotension,MENTIONED_IN,chunk_1710
ephedrine,MENTIONED_IN,chunk_1711
hypotension,MENTIONED_IN,chunk_1711
phenylephrine,MENTIONED_IN,chunk_1711
ephedrine,CO_OCCURS_WITH,hypotension
phenylephrine,CO_OCCURS_WITH,hypotension
fentanyl,MENTIONED_IN,chunk_1712
propofol,MENTIONED_IN,chunk_1713
phenylephrine,MENTIONED_IN,chunk_1714
ephedrine,MENTIONED_IN,chunk_1715
stroke,MENTIONED_IN,chunk_1715
ephedrine,CO_OCCURS_WITH,stroke
phenylephrine,MENTIONED_IN,chunk_1716
"a decrease in MAP, HR, SV, and CO",MENTIONED_IN,chunk_1716
phenylephrine,CO_OCCURS_WITH,"a decrease in MAP, HR, SV, and CO"
ephedrine,MENTIONED_IN,chunk_1722
ephedrine,MENTIONED_IN,chunk_1727
hypotension,MENTIONED_IN,chunk_1727
phenylephrine,MENTIONED_IN,chunk_1727
obsessive-compulsive-like behaviors,MENTIONED_IN,chunk_1728
obsessive-compulsive disorder,MENTIONED_IN,chunk_1729
OCD,MENTIONED_IN,chunk_1729
anxiety,MENTIONED_IN,chunk_1729
OCD,MENTIONED_IN,chunk_1730
antidepressant clomipramine,MENTIONED_IN,chunk_1731
memory impairment,MENTIONED_IN,chunk_1732
anxiety,MENTIONED_IN,chunk_1732
behavioral inflexibility,MENTIONED_IN,chunk_1732
Clomipramine,MENTIONED_IN,chunk_1732
Clomipramine,CO_OCCURS_WITH,memory impairment
Clomipramine,CO_OCCURS_WITH,anxiety
Clomipramine,CO_OCCURS_WITH,behavioral inflexibility
corticostriatal dysfunction,MENTIONED_IN,chunk_1733
hoarding,MENTIONED_IN,chunk_1733
serotonin,MENTIONED_IN,chunk_1734
Dopamine,MENTIONED_IN,chunk_1734
OCD,MENTIONED_IN,chunk_1735
OCD,MENTIONED_IN,chunk_1736
OCD,MENTIONED_IN,chunk_1737
psychiatric disorders,MENTIONED_IN,chunk_1737
hemolytic uremic syndrome,MENTIONED_IN,chunk_1738
hemolytic uremic syndrome,MENTIONED_IN,chunk_1739
HUS,MENTIONED_IN,chunk_1739
oral contraceptives,MENTIONED_IN,chunk_1739
oral contraceptives,CO_OCCURS_WITH,hemolytic uremic syndrome
oral contraceptives,CO_OCCURS_WITH,HUS
anuria,MENTIONED_IN,chunk_1740
heparin,MENTIONED_IN,chunk_1740
dipyridamole,MENTIONED_IN,chunk_1740
heparin,CO_OCCURS_WITH,anuria
dipyridamole,CO_OCCURS_WITH,anuria
oliguria,MENTIONED_IN,chunk_1741
HUS,MENTIONED_IN,chunk_1741
hypertension,MENTIONED_IN,chunk_1742
HUS,MENTIONED_IN,chunk_1742
microangiopathic hemolytic anemia,MENTIONED_IN,chunk_1742
epinephrine,MENTIONED_IN,chunk_1743
dipyridamole,MENTIONED_IN,chunk_1743
hydrocortisone,MENTIONED_IN,chunk_1743
acetylsalicylic acid,MENTIONED_IN,chunk_1743
myocardial injury,MENTIONED_IN,chunk_1743
epinephrine,CO_OCCURS_WITH,myocardial injury
acetylsalicylic acid,CO_OCCURS_WITH,myocardial injury
hydrocortisone,CO_OCCURS_WITH,myocardial injury
dipyridamole,CO_OCCURS_WITH,myocardial injury
myocardial infarction,MENTIONED_IN,chunk_1744
myocardial injury,MENTIONED_IN,chunk_1744
epinephrine,MENTIONED_IN,chunk_1744
epinephrine,CO_OCCURS_WITH,myocardial infarction
radiocalcium,MENTIONED_IN,chunk_1745
epinephrine,MENTIONED_IN,chunk_1745
calcium,MENTIONED_IN,chunk_1746
calcium chloride,MENTIONED_IN,chunk_1751
calcium,MENTIONED_IN,chunk_1751
calcium,MENTIONED_IN,chunk_1752
radiocalcium,MENTIONED_IN,chunk_1753
epinephrine,MENTIONED_IN,chunk_1753
dipyridamole,MENTIONED_IN,chunk_1753
hydrocortisone,MENTIONED_IN,chunk_1753
acetylsalicylic acid,MENTIONED_IN,chunk_1753
calcium,MENTIONED_IN,chunk_1753
Acetylsalicylic acid,MENTIONED_IN,chunk_1760
hydrocortisone,MENTIONED_IN,chunk_1760
dipyridamole,MENTIONED_IN,chunk_1760
depressive,MENTIONED_IN,chunk_1761
sexual dysfunction,MENTIONED_IN,chunk_1762
Depression,MENTIONED_IN,chunk_1762
timolol,MENTIONED_IN,chunk_1763
betaxolol,MENTIONED_IN,chunk_1763
timolol,MENTIONED_IN,chunk_1764
glaucomatous,MENTIONED_IN,chunk_1764
timolol,CO_OCCURS_WITH,glaucomatous
depression,MENTIONED_IN,chunk_1765
depression,MENTIONED_IN,chunk_1766
timolol,MENTIONED_IN,chunk_1767
depression,MENTIONED_IN,chunk_1767
timolol,CO_OCCURS_WITH,depression
timolol,MENTIONED_IN,chunk_1768
betaxolol,MENTIONED_IN,chunk_1768
depression,MENTIONED_IN,chunk_1768
betaxolol,CO_OCCURS_WITH,depression
