id,label,name
chunk_1619,TextChunk,"Immunohistochemical studies showed that administration of terbutaline on PN 2 to 5 produced a robust increase in microglial activation on PN 30 in the cerebral cortex , as well as in cerebellar and cerebrocortical white matter ."
chunk_1620,TextChunk,of these effects occurred in animals given terbutaline on PN 11 to 14 .
chunk_1621,TextChunk,"In behavioral tests , animals treated with terbutaline on PN 2 to 5 showed consistent patterns of hyper - reactivity to novelty and aversive stimuli when assessed in a novel open field , as well as in the acoustic startle response test ."
chunk_1622,TextChunk,"Our findings indicate that beta2 - adrenoceptor overstimulation during an early critical period results in microglial activation associated with innate neuroinflammatory pathways and behavioral abnormalities , similar to those described in autism ."
chunk_1623,TextChunk,This study provides a useful animal model for understanding the neuropathological processes underlying autism spectrum disorders
autism spectrum disorders,Disease,autism spectrum disorders
chunk_1624,TextChunk,Acute myocarditis associated with clozapine .
chunk_1625,TextChunk,"OBJECTIVE : A case of acute myocarditis associated with the commencement of clozapine is described , highlighting the onset , course and possible contributing factors ."
chunk_1626,TextChunk,There is an urgent need to raise awareness about this potentially fatal complication of clozapine use .
chunk_1627,TextChunk,RESULTS : A 20 - year - old male with schizophrenia developed a sudden onset of myocarditis after commencement of clozapine .
schizophrenia,Disease,schizophrenia
chunk_1628,TextChunk,The patient recovered with intensive medical support .
chunk_1629,TextChunk,The symptoms occurred around 2 weeks after starting clozapine in an inpatient setting .
chunk_1630,TextChunk,Possible contributing factors may have been concomitant antidepressant use and unaccustomed physical activity .
chunk_1631,TextChunk,CONCLUSIONS : Myocarditis is an increasingly recognized complication associated with the use of clozapine .
Myocarditis,Disease,Myocarditis
chunk_1632,TextChunk,It can be fatal if not recognized and treated early .
chunk_1633,TextChunk,"Considering that clozapine remains the gold standard in treatment of resistant psychosis , there is an urgent need to raise awareness among medical and paramedical staff involved in the care of these patients ."
psychosis,Disease,psychosis
chunk_1634,TextChunk,There are also implications for recommendations and regulations regarding the use of clozapine
chunk_1635,TextChunk,Encephalopathy induced by levetiracetam added to valproate .
Encephalopathy,Disease,Encephalopathy
levetiracetam,Chemical,levetiracetam
valproate,Chemical,valproate
chunk_1636,TextChunk,BACKGROUND : We report on the manifestation of a levetiracetam ( LEV )- induced encephalopathy .
LEV,Chemical,LEV
chunk_1637,TextChunk,FINDINGS : A 28 - year - old man suffering from idiopathic epilepsy with generalized seizures was treated with LEV ( 3000 mg ) added to valproate ( VPA )( 2000 mg ). Frequency of generalized tonic-clonic seizures increased from one per 6 months to two per month .
idiopathic epilepsy,Disease,idiopathic epilepsy
VPA,Chemical,VPA
tonic-clonic seizures,Disease,tonic-clonic seizures
chunk_1638,TextChunk,"Neuropsychological testing showed impaired word fluency, psychomotor speed and working memory ."
"impaired word fluency, psychomotor speed and working memory",Disease,"impaired word fluency, psychomotor speed and working memory"
chunk_1639,TextChunk,The interictal electroencephalogram ( EEG ) showed a generalized slowing to 5 per second theta rhythms with bilateral generalized high - amplitude discharges .
chunk_1640,TextChunk,"OUTCOME : Following discontinuation of LEV , EEG and neuropsychological findings improved and seizure"
chunk_1641,TextChunk,Norepinephrine signaling through beta - adrenergic receptors is critical for expression of cocaine - induced anxiety .
Norepinephrine,Chemical,Norepinephrine
chunk_1642,TextChunk,BACKGROUND : Cocaine is a widely abused psychostimulant that has both rewarding and aversive properties .
chunk_1643,TextChunk,"While the mechanisms underlying cocaine ' s rewarding effects have been studied extensively , less attention has been paid to the unpleasant behavioral states induced by cocaine , such as anxiety ."
chunk_1644,TextChunk,"METHODS : In this study , we evaluated the performance of dopamine beta - hydroxylase knockout ( Dbh -/-) mice , which lack norepinephrine ( NE ), in the elevated plus maze ( EPM ) to examine the contribution of noradrenergic signaling to cocaine - induced anxiety ."
NE,Chemical,NE
chunk_1645,TextChunk,"RESULTS : We found that cocaine dose - dependently increased anxiety - like behavior in control ( Dbh +/-) mice , as measured by a decrease in open arm exploration ."
chunk_1646,TextChunk,The Dbh -/- mice had normal baseline performance in the EPM but were completely resistant to the anxiogenic effects of cocaine .
chunk_1647,TextChunk,"Cocaine - induced anxiety was also attenuated in Dbh +/- mice following administration of disulfiram , a dopamine beta - hydroxylase ( DBH ) inhibitor ."
chunk_1648,TextChunk,"In experiments using specific adrenergic antagonists , we found that pretreatment with the beta - adrenergic receptor antagonist propranolol blocked cocaine - induced anxiety - like behavior in Dbh +/- and wild - type C57BL6 / J mice , while the alpha ( 1 ) antagonist prazosin and the alpha ( 2 ) antagonist yohimbine had no effect ."
yohimbine,Chemical,yohimbine
chunk_1649,TextChunk,CONCLUSIONS : These results indicate that noradrenergic signaling via beta - adrenergic receptors is required for cocaine - induced anxiety
chunk_1650,TextChunk,Clonidine for attention-deficit/hyperactivity disorder : II .
attention-deficit/hyperactivity disorder,Disease,attention-deficit/hyperactivity disorder
chunk_1651,TextChunk,ECG changes and adverse events analysis .
chunk_1652,TextChunk,"OBJECTIVE : To examine the safety and tolerability of clonidine used alone or with methylphenidate in children with attention-deficit/hyperactivity disorder ( ADHD ). METHOD : In a 16 - week multicenter , double - blind trial , 122 children with ADHD were randomly assigned to clonidine ( n = 31 ), methylphenidate ( n = 29 ), clonidine and methylphenidate ( n = 32 ), or placebo ( n = 30 ). Doses were flexibly titrated up to 0 ."
methylphenidate,Chemical,methylphenidate
ADHD,Disease,ADHD
chunk_1653,TextChunk,6 mg / day for clonidine and 60 mg / day for methylphenidate ( both with divided dosing ). Groups were compared regarding adverse events and changes from baseline to week 16 in electrocardiograms and vital signs .
chunk_1654,TextChunk,RESULTS : There were more incidents of bradycardia in subjects treated with clonidine compared with those not treated with clonidine ( 17 .
chunk_1655,TextChunk,5 % versus 3 .
chunk_1656,TextChunk,"4 %; p =. 02 ), but no other significant group differences regarding electrocardiogram and other cardiovascular outcomes ."
chunk_1657,TextChunk,There were no suggestions of interactions between clonidine and methylphenidate regarding cardiovascular outcomes .
chunk_1658,TextChunk,Moderate or severe adverse events were more common in subjects on clonidine ( 79 .
chunk_1659,TextChunk,4 % versus 49 .
chunk_1660,TextChunk,2 %; p =. 0006 ) but not associated with higher rates of early study withdrawal .
chunk_1661,TextChunk,"Drowsiness was common on clonidine , but generally resolved by 6 to 8 weeks ."
Drowsiness,Disease,Drowsiness
chunk_1662,TextChunk,"CONCLUSIONS : Clonidine , used alone or with methylphenidate , appears safe and well tolerated in childhood ADHD ."
chunk_1663,TextChunk,Physicians prescribing clonidine should monitor for bradycardia and advise patients about the high likelihood of initial drowsiness
drowsiness,Disease,drowsiness
chunk_1664,TextChunk,Thalidomide has limited single - agent activity in relapsed or refractory indolent non-Hodgkin lymphomas : a phase II trial of the Cancer and Leukemia Group B .
Thalidomide,Chemical,Thalidomide
non-Hodgkin lymphomas,Disease,non-Hodgkin lymphomas
Cancer,Disease,Cancer
Leukemia,Disease,Leukemia
chunk_1665,TextChunk,"Thalidomide is an immunomodulatory agent with demonstrated activity in multiple myeloma , mantle cell lymphoma and lymphoplasmacytic lymphoma ."
multiple myeloma,Disease,multiple myeloma
mantle cell lymphoma,Disease,mantle cell lymphoma
lymphoplasmacytic lymphoma,Disease,lymphoplasmacytic lymphoma
chunk_1666,TextChunk,"Its activity is believed to be due modulation of the tumour milieu , including downregulation of angiogenesis and inflammatory cytokines ."
tumour,Disease,tumour
chunk_1667,TextChunk,"Between July 2001 and April 2004 , 24 patients with relapsed / refractory indolent lymphomas received thalidomide 200 mg daily with escalation by 100 mg daily every 1 - 2 weeks as tolerated , up to a maximum of 800 mg daily ."
lymphomas,Disease,lymphomas
thalidomide,Chemical,thalidomide
chunk_1668,TextChunk,"Patients had received a median of 2 ( range , 1 - 4 ) prior regimens ."
chunk_1669,TextChunk,"Of 24 evaluable patients , two achieved a complete remission and one achieved a partial remission for an overall response rate of 12 ."
chunk_1670,TextChunk,5 %( 95 % confidence interval : 2 .
chunk_1671,TextChunk,6 - 32 .
chunk_1672,TextChunk,4 %). Eleven patients progressed during therapy .
chunk_1673,TextChunk,"Grade 3 - 4 adverse effects included myelosuppression , fatigue , somnolence / depressed mood , neuropathy and dyspnea ."
fatigue,Disease,fatigue
somnolence,Disease,somnolence
dyspnea,Disease,dyspnea
chunk_1674,TextChunk,Of concern was the occurrence of four thromboembolic events .
chunk_1675,TextChunk,"Our results failed to demonstrate an important response rate to single agent thalidomide in indolent lymphomas and contrast with the higher activity level reported with the second generation immunomodulatory agent , lenalidomide"
lenalidomide,Chemical,lenalidomide
chunk_1676,TextChunk,Intracavernous epinephrine : a minimally invasive treatment for priapism in the emergency department .
priapism,Disease,priapism
chunk_1677,TextChunk,Priapism is the prolonged erection of the penis in the absence of sexual arousal .
Priapism,Disease,Priapism
chunk_1678,TextChunk,"A 45 - year - old man , an admitted frequent cocaine user , presented to the Emergency Department ( ED ) on two separate occasions with a history of priapism after cocaine use ."
chunk_1679,TextChunk,"The management options in the ED , as exemplified by four individual case reports , in particular the use of a minimally invasive method of intracorporal epinephrine"
chunk_1680,TextChunk,Effect of green tea and vitamin E combination in isoproterenol induced myocardial infarction in rats .
green tea,Chemical,green tea
vitamin E,Chemical,vitamin E
chunk_1681,TextChunk,"The present study was aimed to investigate the combined effects of green tea and vitamin E on heart weight , body weight , serum marker enzymes , lipid peroxidation , endogenous antioxidants and membrane bound ATPases in isoproterenol ( ISO )- induced myocardial infarction in rats ."
ISO,Chemical,ISO
chunk_1682,TextChunk,"Adult male albino rats , treated with ISO ( 200 mg / kg , s ."
chunk_1683,TextChunk,c .) for 2 days at an interval of 24 h caused a significant ( P < 0 .
chunk_1684,TextChunk,"05 ) elevation of heart weight , serum marker enzymes , lipid peroxidation and Ca + 2 ATPase level whereas there was a significant ( P < 0 ."
Ca,Chemical,Ca
chunk_1685,TextChunk,"05 ) decrease in body weight , endogenous antioxidants , Na +/ K + ATPase and Mg + 2 ATPase levels ."
Na,Chemical,Na
Mg,Chemical,Mg
chunk_1686,TextChunk,"Administration of green tea ( 100 mg / kg / day , p ."
chunk_1687,TextChunk,"o .) and vitamin E ( 100 mg / kg / day , p ."
chunk_1688,TextChunk,"o .) together for 30 consecutive days and challenged with ISO on the day 29th and 30th , showed a significant ( P < 0 ."
chunk_1689,TextChunk,"05 ) decrease in heart weight , serum marker enzymes , lipid peroxidation , Ca + 2 ATPase and a significant increase in the body weight , endogenous antioxidants , Na +/ K + ATPase and Mg + 2 ATPase when compared with ISO treated group and green tea or vitamin E alone treated groups ."
